source,target,relationship_type,weight,relationship_gender,relationship_social
Bai_Juyi,Bai_Xingjian,1,1,mm,official-official
Bai_Juyi,Liu_Yuxi,1,7,mm,official-official
Bai_Juyi,Yuan_Zhen|Yuan_Weizhi,1,74,mm,official-official
Bai_Qi|Gongsun_Qi,Fan_Ju|Ji_Shu,1,2,mm,official-official
Bai_Qi|Gongsun_Qi,King_Zhaoxiang_of_Qin|Ying_Ji,1,29,mm,official-monarch
Bai_Qi|Gongsun_Qi,Qu_Yuan_(343-278_BCE),1,1,mm,official-official
Bai_Qi|Gongsun_Qi,Wei_Ran|Mi_Ran,1,1,mm,official-official
Bo_Yikao,Jiang_Ziya,1,1,mm,other
Bo_Yikao,King_Wen_of_Zhou|Ji_Chang,1,3,mm,other
Cai_Yan|Cai_Wenji,Diao_Chan_(Romance_of_the_Three_Kingdoms),1,1,ff,other
Cai_Yong|Cai_Bojie,Li_Ru|Li_Wenyou,2,4,mm,official-official
Cao_Ang|Cao_Zixiu,Dian_Wei_(-197_CE),1,1,mm,other
Cao_Ang|Cao_Zixiu,Sima_Lang|Sima_Boda,1,1,mm,other
Cao_Cao|Cao_Mengde,Cao_Chong|Cao_Cangshu,1,1,mm,other
Cao_Cao|Cao_Mengde,Cao_Hong|Cao_Zilian,1,5,mm,official-monarch
Cao_Cao|Cao_Mengde,Cao_Ren|Cao_Zixiao,1,2,mm,official-monarch
Cao_Cao|Cao_Mengde,Dian_Wei_(-197_CE),1,2,mm,official-monarch
Cao_Cao|Cao_Mengde,Dong_Zhuo|Dong_Zhongying,1,2,mm,official-monarch
Cao_Cao|Cao_Mengde,Guo_Jia|Guo_Fengxiao,1,55,mm,official-monarch
Cao_Cao|Cao_Mengde,Kong_Gui|Kong_Shulin,1,1,mm,official-monarch
Cao_Cao|Cao_Mengde,Lady_Bian|Cao_Cao_s_Wife,1,7,fm,other
Cao_Cao|Cao_Mengde,Lady_Ding|Cao_Cao_s_Wife,1,1,fm,other
Cao_Cao|Cao_Mengde,Liu_Bei|Liu_Xuande,1,62,mm,monarch-monarch
Cao_Cao|Cao_Mengde,Lu_Bu|Lu_Fengxian,1,3,mm,official-monarch
Cao_Cao|Cao_Mengde,Sima_Yi|Sima_Zhongda,1,4,mm,official-monarch
Cao_Cao|Cao_Mengde,Sun_Ce|Sun_Bofu,1,1,mm,monarch-monarch
Cao_Cao|Cao_Mengde,Sun_Quan|Sun_Zhongmou,1,6,mm,monarch-monarch
Cao_Cao|Cao_Mengde,Xi_Zhicai,1,1,mm,official-monarch
Cao_Cao|Cao_Mengde,Xiahou_Yuan|Xiahou_Miaocai,1,1,mm,official-monarch
Cao_Cao|Cao_Mengde,Xu_You|Xu_Ziyuan,1,2,mm,official-monarch
Cao_Cao|Cao_Mengde,Yuan_Shu|Yuan_Gonglu,1,5,mm,monarch-monarch
Cao_Cao|Cao_Mengde,Zhang_He|Zhang_Junyi,1,1,mm,official-monarch
Cao_Cao|Cao_Mengde,Zhen_Ji_(183-221_CE),1,1,fm,other
Cao_Cao|Cao_Mengde,Zhou_Yu|Zhou_Gongjin,1,2,mm,official-monarch
Cao_Cao|Cao_Mengde,Zhuge_Liang|Zhuge_Kongming,1,5,mm,official-monarch
Cao_Fang|Cao_Lanqing,Sima_Gan|Sima_Ziliang,1,1,mm,monarch-prince
Cao_Hong|Cao_Zilian,Cao_Ren|Cao_Zixiao,1,1,mm,official-official
Cao_Pi|Cao_Zihuan,Cao_Zhen|Cao_Zidan,1,1,mm,official-monarch
Cao_Pi|Cao_Zihuan,Guo_Jia|Guo_Fengxiao,1,1,mm,official-monarch
Cao_Pi|Cao_Zihuan,Guo_Nuwang,1,7,mm,other
Cao_Pi|Cao_Zihuan,Jia_Xu|Jia_Wenhe,1,5,mm,official-monarch
Cao_Pi|Cao_Zihuan,Liu_Bei|Liu_Xuande,1,2,mm,monarch-monarch
Cao_Pi|Cao_Zihuan,Sima_Lang|Sima_Boda,2,1,mm,official-monarch
Cao_Pi|Cao_Zihuan,Xu_Chu|Xu_Zhongkang,1,1,mm,official-monarch
Cao_Pi|Cao_Zihuan,Xun_Yu|Xun_Wenruo,1,9,mm,official-monarch
Cao_Pi|Cao_Zihuan,Yang_Xiu|Yang_Dezu,1,3,mm,official-monarch
Cao_Pi|Cao_Zihuan,Yu_Jin|Yu_Wenze,1,2,mm,official-monarch
Cao_Pi|Cao_Zihuan,Yuan_Xi|Yuan_Xianyi,1,1,mm,official-monarch
Cao_Pi|Cao_Zihuan,Zhang_Liao|Zhang_Wenyuan,1,2,mm,official-monarch
Cao_Pi|Cao_Zihuan,Zhong_Hui|Zhong_Shiji,1,2,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Cao_Gan_(215-261_CE),1,1,mm,monarch-prince
Cao_Rui|Cao_Yuanzhong,Cao_Shuang|Cao_Zhaobo,1,1,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Cao_Zhen|Cao_Zidan,1,8,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Guo_Nuwang,1,1,mm,other
Cao_Rui|Cao_Yuanzhong,Lady_Mao|Cao_Rui_s_Wife,1,1,fm,other
Cao_Rui|Cao_Yuanzhong,Sima_Shi|Sima_Ziyuan,1,26,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Sima_Yi|Sima_Zhongda,1,12,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Sima_Zhao|Sima_Zishang,1,2,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Sun_Quan|Sun_Zhongmou,1,1,mm,monarch-monarch
Cao_Rui|Cao_Yuanzhong,Xiahou_Xuan|Xiahou_Taichu,1,2,mm,official-monarch
Cao_Rui|Cao_Yuanzhong,Xun_Yu|Xun_Wenruo,1,2,mm,official-monarch
Cao_Zhi|Cao_Zijian,Cao_Ang|Cao_Zixiu,1,1,mm,other
Cao_Zhi|Cao_Zijian,Cao_Biao|Cao_Zhuhu,1,1,mm,prince-prince
Cao_Zhi|Cao_Zijian,Cao_Zhang|Cao_Ziwen,2,1,mm,prince-official
Cao_Zhi|Cao_Zijian,Sima_Yi|Sima_Zhongda,1,5,mm,prince-official
Cao_Zhi|Cao_Zijian,Sun_Ce|Sun_Bofu,1,1,mm,prince-monarch
Cao_Zhi|Cao_Zijian,Xun_Yu|Xun_Wenruo,1,2,mm,prince-official
Cao_Zhi|Cao_Zijian,Xun_Yun|Xun_Changqian,1,1,mm,prince-official
Chen_Gong|Chen_Gongtai,Gao_Shun_(-199_CE),1,1,mm,official-official
Chen_Gong|Chen_Gongtai,Lu_Bu|Lu_Fengxian,1,10,mm,official-official
Chen_Gong|Chen_Gongtai,Zhang_Liao|Zhang_Wenyuan,1,5,mm,official-official
Chen_Qun|Chen_Changwen,Wu_Zhi|Wu_Jichong,2,1,mm,official-official
Chen_Qun|Chen_Changwen,Zhu_Shuo|Zhu_Yancai,2,1,mm,official-official
Chen_Shou|Chen_Chengzuo,Du_Yu|Du_Yuankai,1,1,mm,official-official
Chen_Zhen_(Warring_States),King_Huiwen_of_Qin|Ying_Si,1,1,mm,official-monarch
Chen_Zhen_(Warring_States),Zhang_Yi_(329-309_BCE),1,1,mm,official-official
Cheng_Yu|Cheng_Zhongde,Xun_Chen|Xun_Youruo,2,1,mm,official-official
Crown_Prince_of_Ming|Zhu_Biao,Emperor_Taizu_of_Ming|Zhu_Yuanzhang,1,5,mm,monarch-prince
Crown_Prince_of_Ming|Zhu_Cilang,Li_Zicheng,1,1,mm,monarch-prince
Crown_Prince_of_Tang|Li_Hongji_(-959_CE),Emperor_Yuanzong_of_Tang|Li_Jing,1,12,mm,monarch-prince
Crown_Prince_of_Yan|Ji_Dan,Jing_Ke_(-227_BCE),1,2,mm,other
Deng_Ai|Deng_Shizai,Guo_Huai|Guo_Boji,1,1,mm,official-official
Deng_Ai|Deng_Shizai,Wei_Guan|Wei_Boyu,1,1,mm,official-official
Deng_Qiang_(Sixteen_Kingdoms),Wang_Meng|Wang_Jinglue,1,1,mm,official-official
Di_Renjie|Di_Huaiying,Wu_Youji,1,5,mm,official-prince
Dong_Zhuo|Dong_Zhongying,Cai_Yong|Cai_Bojie,2,4,mm,official-official
Dong_Zhuo|Dong_Zhongying,Huangfu_Song|Huangfu_Yizhen,1,6,mm,official-official
Dong_Zhuo|Dong_Zhongying,Lu_Bu|Lu_Fengxian,1,1,mm,official-official
Du_Fu|Du_Zimei,Bai_Juyi,1,1,mm,official-official
Du_Fu|Du_Zimei,Chen_Shidao,1,1,mm,official-official
Du_Fu|Du_Zimei,Emperor_Liezu_of_Tang|Li_Bian,1,1,mm,official-monarch
Du_Fu|Du_Zimei,Emperor_Yuanzong_of_Tang|Li_Jing,1,1,mm,official-monarch
Du_Fu|Du_Zimei,Fan_Huang_(Tang_Dynasty),1,1,mm,official-official
Du_Fu|Du_Zimei,Fang_Hui|Fang_Wanli,1,1,mm,official-official
Du_Fu|Du_Zimei,Feng_Menglong,1,1,mm,official-official
Du_Fu|Du_Zimei,Gao_Shi|Gao_Dafu,1,2,mm,official-official
Du_Fu|Du_Zimei,Huang_Tingjian,1,1,mm,official-official
Du_Fu|Du_Zimei,Li_He|Li_Changji,1,1,mm,official-official
Du_Fu|Du_Zimei,Li_Shangyin,1,2,mm,official-official
Du_Fu|Du_Zimei,Liu_Guo|Liu_Gaizhi,1,1,mm,official-official
Du_Fu|Du_Zimei,Lu_Jiuyuan,1,1,mm,official-official
Du_Fu|Du_Zimei,Wang_Yuanliang,1,1,mm,official-official
Du_Fu|Du_Zimei,Wen_Tianxiang,1,1,mm,official-official
Du_Fu|Du_Zimei,Xin_Qiji,1,1,mm,official-official
Du_Fu|Du_Zimei,Yan_Wu|Yan_Jiying,1,3,mm,official-official
Du_Fu|Du_Zimei,Yuan_Haowen,1,1,mm,official-official
Du_Fu|Du_Zimei,Zhu_Xi|Zhu_Yuanhui,1,1,mm,official-official
Du_Mu|Du_Muzhi,Bai_Xingjian,1,1,mm,official-official
Duke_Wen_of_Zhou|Ji_Dan,Bo_Yikao,1,1,mm,other
Duke_Wen_of_Zhou|Ji_Dan,Confucius|Kong_Qiu,1,1,mm,other
Duke_Wen_of_Zhou|Ji_Dan,King_Wen_of_Zhou|Ji_Chang,1,1,mm,official-monarch
Duke_Xiao_of_Qin|Ying_Quliang,Shang_Yang|Ji_Yang,1,13,mm,official-monarch
Duke_Yangping_of_Qin|Fu_Rong,Prince_Yue_of_Qin|Fu_Sheng,1,2,mm,monarch-prince
Emperor_Aiping_of_Qin|Fu_Pi,Emperor_Huimin_of_Yan|Murong_Bao,1,1,mm,monarchl-monarch
Emperor_Aiping_of_Qin|Fu_Pi,Murong_Lin_(-398_CE),1,1,mm,official-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Emperor_Aiping_of_Qin|Fu_Pi,1,4,mm,monarch-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Emperor_Huimin_of_Yan|Murong_Bao,1,1,mm,monarchl-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Emperor_Jingzhao_of_Yan|Murong_Jun,1,15,mm,monarch-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Emperor_Xianwu_of_Yan|Murong_De,1,1,mm,monarch-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Empress_Duan_of_Yan|Duan_Yuanfei_(-396_CE),1,1,fm,other
Emperor_Chengwu_of_Yan|Murong_Chui,Murong_Lin_(-398_CE),1,3,mm,official-monarch
Emperor_Chengwu_of_Yan|Murong_Chui,Prince_Taiyuan_of_Yan|Murong_Ke,1,4,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Crown_Prince_of_Ming|Zhu_Biao,1,19,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Dao_Yan|Yao_Guangxiao,1,1,mm,official-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Emperor_Huizong_of_Ming|Zhu_Yunwen,1,14,mm,monarch-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Emperor_Taizu_of_Ming|Zhu_Yuanzhang,1,3,mm,monarch-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Empress_Xu_of_Ming|Xu_Miaoyun,1,5,fm,other
Emperor_Chengzu_of_Ming|Zhu_Di,Huang_Huai|Huang_Zongyu,1,1,mm,official-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Li_Jinglong_(-1423_CE),1,1,mm,official-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Prince_Jin_of_Ming|Zhu_Gang,1,1,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Prince_Ning_of_Ming|Zhu_Quan,1,5,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Prince_Qin_of_Ming|Zhu_Shuang,1,1,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Prince_Zhou_of_Ming|Zhu_Su,1,2,mm,monarch-prince
Emperor_Chengzu_of_Ming|Zhu_Di,Wang_Jinghong,1,1,mm,official-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Xia_Yuanji,1,1,mm,official-monarch
Emperor_Chengzu_of_Ming|Zhu_Di,Xie_Jin|Xie_Dashen,1,1,mm,official-monarch
